activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,document_year,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,published_relation,published_type,published_units,published_value,qudt_units,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,uo_units
,615800,CHEMBL679348,Estrogenic activity in MCF-7-2a cells as percent activation of 10e-8 M estradiol,F,,BAO_0000219,cell-based format,CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1135829,J. Med. Chem.,2002,CHEMBL357824,CHEMBL357824,,False,=,Estrogenic effect,%,5,http://qudt.org/vocab/unit#Percent,293929,1,False,=,Estrogenic effect,%,5,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000187
,615801,CHEMBL679352,Antiestrogenic activity in MCF-7-2a cells as concentration required to reduce estradiol effect by 50%,F,BAO_0000190,BAO_0000219,cell-based format,CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1135829,J. Med. Chem.,2002,CHEMBL357824,CHEMBL357824,7.3,False,=,IC50,nM,50,http://www.openphacts.org/units/Nanomolar,293929,1,True,=,IC50,nM,50,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,615802,CHEMBL652772,In vivo antitumor activity against hormone-dependent MXT-M 3.2 mammary tumor in BDF1 mouse at a dose of 20 umol/kg.,F,BAO_0000006,BAO_0000218,organism-based format,CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1135829,J. Med. Chem.,2002,CHEMBL357824,CHEMBL357824,,False,=,Cytotoxicity,%,98,http://qudt.org/vocab/unit#Percent,293929,1,False,=,Cytotoxicity,%,98,CHEMBL375,Mus musculus,Mus musculus,10090,UO_0000187
,615882,CHEMBL682073,"Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 2 hours at 0 degree Centigrade.",B,,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,RBA1,,2.65,,114395,1,False,=,RBA1,,2.65,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,
,615883,CHEMBL682074,"Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 5 hours at 25 degree Centigrade.",B,,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,RBA2,,2.28,,114395,1,False,=,RBA2,,2.28,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,
,615884,CHEMBL848741,Selectivity for relative binding affinity against estrogen receptor at 2 hrs and 5 hr in calf uterus cytosol,B,,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,Selectivity,,0.86,,114395,1,False,=,Selectivity,,0.86,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,
,615885,CHEMBL648152,Relative binding affinity for antiestrogen binding site (AEBS) of calf uterus cytosol,B,,BAO_0000223,protein complex format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,RBA,,20,,114395,1,False,=,RBA,,20,CHEMBL612409,Homo sapiens,Anti-estrogen binding site (AEBS),9606,
,615886,CHEMBL707543,Effective dose for [3H]- estradiol against proliferation of MCF-7 cells,F,BAO_0000188,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,10.8,False,=,EC50,nM,0.016,http://www.openphacts.org/units/Nanomolar,114395,1,True,=,EC50,nM,0.016,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,615887,CHEMBL713523,Percent of effective dose for [3H]estradiol against proliferation of MCF-7 cells.,F,,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,Agonism,%,61,http://qudt.org/vocab/unit#Percent,114395,1,False,=,Agonism,%,61,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000187
,615888,CHEMBL709828,In vitro inhibition of MCF-7 cell proliferation compared to 0.1 nM [3H]-estradiol.,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,7.66,False,=,IC50,nM,22,http://www.openphacts.org/units/Nanomolar,114395,1,True,=,IC50,nM,22,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,615889,CHEMBL710420,Percent of inhibitory activity versus 0.1 nm [3H]estradiol against proliferation of MCF-7 cells.,F,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,91,http://qudt.org/vocab/unit#Percent,114395,1,True,=,Inhibition,%,91,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000187
,615890,CHEMBL879519,Inhibitory activity against proliferation of MCF-7 cells in presence of 10e-6 M concentration of [3H]- estradiol (E2),F,BAO_0080003,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,IC30,uM,5.3,http://www.openphacts.org/units/Micromolar,114395,1,False,=,IC30,uM,5.3,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000064
,615891,CHEMBL710419,Percent of inhibitory activity against proliferation of MCF-7 cells in presence of 10e-6 M concentration of [3H]estradiol (E2).,F,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,74,http://qudt.org/vocab/unit#Percent,114395,1,True,=,Inhibition,%,74,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000187
,615892,CHEMBL653576,Inhibitory activity against proliferation of BT-20 cells in presence of TPE at 10e-5 M concentration.,F,BAO_0080003,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,IC30,uM,9.3,http://www.openphacts.org/units/Micromolar,114395,1,False,=,IC30,uM,9.3,CHEMBL613870,Homo sapiens,BT-20,9606,UO_0000064
,615893,CHEMBL653578,Percent of inhibitory activity against proliferation of BT-20 cells in presence of TPE at 10e-5 M concentration.,F,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,33,http://qudt.org/vocab/unit#Percent,114395,1,True,=,Inhibition,%,33,CHEMBL613870,Homo sapiens,BT-20,9606,UO_0000187
,615894,CHEMBL648153,Relative binding affinity for antiestrogen binding site (AEBS) of calf uterus 2 hr incubation at 0C,B,,BAO_0000223,protein complex format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124584,J. Med. Chem.,1989,CHEMBL279301,CHEMBL279301,,False,=,RBA,,20,,114395,1,False,=,RBA,,20,CHEMBL612409,Homo sapiens,Anti-estrogen binding site (AEBS),9606,
,662580,CHEMBL706692,Cytostaticity against MCF-7 cells in the presence of 1 uMolar E2 (estradiol),F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,5.1,False,=,IC50,uM,8,http://www.openphacts.org/units/Nanomolar,12398,1,True,=,IC50,nM,8000,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,662581,CHEMBL715102,Cytotoxicity against MCF-7 cells in presence of 1 uM E2 (estradiol),F,,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,,False,=,Cytotoxicity,uM,9.4,http://www.openphacts.org/units/Micromolar,12398,1,False,=,Cytotoxicity,uM,9.4,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000064
,662582,CHEMBL715101,Cytotoxicity against MCF-7 cells in the absence of 1 uM E2 (estradiol),F,,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,,False,=,Cytotoxicity,uM,6,http://www.openphacts.org/units/Micromolar,12398,1,False,=,Cytotoxicity,uM,6,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000064
,662583,CHEMBL712253,Anti-estrogenicity for 50% inhibition of the MVLN cell luciferase activity due to 0.1 nM E2 (estradiol),F,BAO_0000190,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,8.52,False,=,IC50,uM,0.003,http://www.openphacts.org/units/Nanomolar,12398,1,True,=,IC50,nM,3,CHEMBL2093866,Homo sapiens,Estrogen receptor,9606,UO_0000065
,662584,CHEMBL707871,Estrogenicity of compound for maximal induction of MVLN cell luciferase activity in the absence of E2 (estradiol).,F,,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,,False,=,E2 response,%,0,http://qudt.org/vocab/unit#Percent,12398,1,False,=,E2 response,%,0,CHEMBL2093866,Homo sapiens,Estrogen receptor,9606,UO_0000187
,662585,CHEMBL682157,Relative binding affinity to the estrogen receptor in lamb uterus cytosol,B,,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1129985,J. Med. Chem.,1997,CHEMBL489,CHEMBL489,,False,=,RBA,,243,,12398,1,False,=,RBA,,243,CHEMBL2304421,Ovis aries,Estrogen receptor,9940,
,868870,CHEMBL682072,Relative binding affinity was measured on calf uterus estrogen receptor after 5 hr at 25C.,B,,BAO_0000224,protein format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,RBA,%,12,http://qudt.org/vocab/unit#Percent,302674,1,False,=,RBA,%,12,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,UO_0000187
,868871,CHEMBL710927,Agonistic activity in MCF-7 cell proliferation.,F,,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Agonism,%,76,http://qudt.org/vocab/unit#Percent,302674,1,False,=,Agonism,%,76,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,868872,CHEMBL707640,Cytostatic activity against MCF-7 cell proliferation.,F,BAO_0000201,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Inhibition,%,19,http://qudt.org/vocab/unit#Percent,302674,1,True,=,Inhibition,%,19,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,868873,CHEMBL770300,Percent stimulation or inhibition of protein kinase C III activity for phosphatidylserine (PS) in the presence of [Ca2+].,B,BAO_0000201,BAO_0000224,protein format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Inhibition,%,78,http://qudt.org/vocab/unit#Percent,302674,1,True,=,Inhibition,%,78,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,868874,CHEMBL770299,The percent stimulation or inhibition of protein kinase C III activity was determined for phosphatidylserine (PS) and diolein(PS+DO) in the presence of [Ca2+],B,BAO_0000201,BAO_0000224,protein format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Inhibition,%,53,http://qudt.org/vocab/unit#Percent,302674,1,True,=,Inhibition,%,53,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,868875,CHEMBL769960,Percent stimulation or inhibition of protein kinase C III activity for protamine sulfate in the presence of EGTA.,B,BAO_0000201,BAO_0000019,assay format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Inhibition,%,20,http://qudt.org/vocab/unit#Percent,302674,1,True,=,Inhibition,%,20,CHEMBL612545,,Unchecked,,UO_0000187
,868876,CHEMBL682070,Relative binding affinity for calf uterus estrogen receptor after 2 hr at 0 degree C,B,,BAO_0000224,protein format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,RBA,%,9.7,http://qudt.org/vocab/unit#Percent,302674,1,False,=,RBA,%,9.7,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,UO_0000187
,868877,CHEMBL714126,Agonist activity against MCF-7 cell proliferation,F,BAO_0000188,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,9.85,False,=,EC50,nM,0.14,http://www.openphacts.org/units/Nanomolar,302674,1,True,=,EC50,nM,0.14,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000065
Not Determined,868878,CHEMBL707630,Antagonist activity against MCF-7 cell proliferation; NM means not measurable,F,BAO_0000190,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,,IC50,nM,,,302674,1,False,,IC50,,,CHEMBL614328,Homo sapiens,MCF7S,9606,
,868879,CHEMBL710928,Antagonist activity against MCF-7 cell proliferation,F,,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Antagonism,%,20,http://qudt.org/vocab/unit#Percent,302674,1,False,=,Antagonism,%,20,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
Not Determined,868880,CHEMBL706958,Cytotoxic effect on MCF-7 cell proliferation; NM means not measurable,F,BAO_0080003,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,,IC30,uM,,,302674,1,False,,IC30,,,CHEMBL614328,Homo sapiens,MCF7S,9606,
,868881,CHEMBL678919,Cytotoxic effect on ER-negative BT20 cell proliferation,F,BAO_0080003,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,IC30,uM,20,http://www.openphacts.org/units/Micromolar,302674,1,False,=,IC30,uM,20,CHEMBL613870,Homo sapiens,BT-20,9606,UO_0000064
,868882,CHEMBL678921,Cytotoxic effect on ER-negative BT20 cell proliferation,F,BAO_0000201,BAO_0000219,cell-based format,NCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL157972,CHEMBL157972,,False,=,Inhibition,%,24,http://qudt.org/vocab/unit#Percent,302674,1,True,=,Inhibition,%,24,CHEMBL613870,Homo sapiens,BT-20,9606,UO_0000187
,869188,CHEMBL677649,Specific binding to estrogen receptor in rat uterine cytosol(+/-SD),B,,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124164,J. Med. Chem.,1988,CHEMBL489,CHEMBL489,,False,=,Binding,fM uterus-1,1082,,54207,1,False,=,Binding,fM uterus-1,1082,CHEMBL2094114,Rattus norvegicus,Estrogen receptor,10116,
,869189,CHEMBL677647,Non specific binding to estrogen receptor in rat uterine cytosol(+/-SD),B,,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124164,J. Med. Chem.,1988,CHEMBL489,CHEMBL489,,False,=,Binding,fM uterus-1,475,,54207,1,False,=,Binding,fM uterus-1,475,CHEMBL2094114,Rattus norvegicus,Estrogen receptor,10116,
,869190,CHEMBL840014,Ratio of specific binding to non-specific binding at rat estrogen receptor,B,,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124164,J. Med. Chem.,1988,CHEMBL489,CHEMBL489,,False,=,S/N,,2.3,,54207,1,False,=,S/N,,2.3,CHEMBL2094114,Rattus norvegicus,Estrogen receptor,10116,
,869191,CHEMBL677808,In vitro displacement of 3 nM [3H]4-hydroxytamoxifen from estrogen receptor of rat uterine cystol,B,BAO_0000188,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124164,J. Med. Chem.,1988,CHEMBL489,CHEMBL489,8.22,False,=,EC50,nM,6,http://www.openphacts.org/units/Nanomolar,54207,1,True,=,EC50,nM,6,CHEMBL2094114,Rattus norvegicus,Estrogen receptor,10116,UO_0000065
,872719,CHEMBL682072,Relative binding affinity was measured on calf uterus estrogen receptor after 5 hr at 25C.,B,,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,RBA,%,2.28,http://qudt.org/vocab/unit#Percent,302665,1,False,=,RBA,%,2.28,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,UO_0000187
,872720,CHEMBL710927,Agonistic activity in MCF-7 cell proliferation.,F,,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,Agonism,%,61,http://qudt.org/vocab/unit#Percent,302665,1,False,=,Agonism,%,61,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,872721,CHEMBL707644,Cytostatic activity against MCF-7 cell proliferation,F,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,74,http://qudt.org/vocab/unit#Percent,302665,1,True,=,Inhibition,%,74,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,872722,CHEMBL770300,Percent stimulation or inhibition of protein kinase C III activity for phosphatidylserine (PS) in the presence of [Ca2+].,B,BAO_0000201,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,32,http://qudt.org/vocab/unit#Percent,302665,1,True,=,Inhibition,%,32,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,872723,CHEMBL770299,The percent stimulation or inhibition of protein kinase C III activity was determined for phosphatidylserine (PS) and diolein(PS+DO) in the presence of [Ca2+],B,BAO_0000201,BAO_0000224,protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,14,http://qudt.org/vocab/unit#Percent,302665,1,True,=,Inhibition,%,14,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,872724,CHEMBL769960,Percent stimulation or inhibition of protein kinase C III activity for protamine sulfate in the presence of EGTA.,B,BAO_0000201,BAO_0000019,assay format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL279301,CHEMBL279301,,False,=,Inhibition,%,100,http://qudt.org/vocab/unit#Percent,302665,1,True,=,Inhibition,%,100,CHEMBL612545,,Unchecked,,UO_0000187
,886237,CHEMBL682072,Relative binding affinity was measured on calf uterus estrogen receptor after 5 hr at 25C.,B,,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,RBA,%,243,http://qudt.org/vocab/unit#Percent,302668,1,False,=,RBA,%,243,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,UO_0000187
,886238,CHEMBL710927,Agonistic activity in MCF-7 cell proliferation.,F,,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,Agonism,%,10,http://qudt.org/vocab/unit#Percent,302668,1,False,=,Agonism,%,10,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,886239,CHEMBL707640,Cytostatic activity against MCF-7 cell proliferation.,F,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,Inhibition,%,81,http://qudt.org/vocab/unit#Percent,302668,1,True,=,Inhibition,%,81,CHEMBL614328,Homo sapiens,MCF7S,9606,UO_0000187
,886240,CHEMBL770300,Percent stimulation or inhibition of protein kinase C III activity for phosphatidylserine (PS) in the presence of [Ca2+].,B,BAO_0000201,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,Inhibition,%,27,http://qudt.org/vocab/unit#Percent,302668,1,True,=,Inhibition,%,27,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,886241,CHEMBL770299,The percent stimulation or inhibition of protein kinase C III activity was determined for phosphatidylserine (PS) and diolein(PS+DO) in the presence of [Ca2+],B,BAO_0000201,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,Inhibition,%,2,http://qudt.org/vocab/unit#Percent,302668,1,True,=,Inhibition,%,2,CHEMBL2097168,Rattus norvegicus,"Protein kinase C, PKC; classical",10116,UO_0000187
,886242,CHEMBL769960,Percent stimulation or inhibition of protein kinase C III activity for protamine sulfate in the presence of EGTA.,B,BAO_0000201,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1126156,J. Med. Chem.,1992,CHEMBL489,CHEMBL489,,False,=,Inhibition,%,94,http://qudt.org/vocab/unit#Percent,302668,1,True,=,Inhibition,%,94,CHEMBL612545,,Unchecked,,UO_0000187
,892336,CHEMBL816023,Ability to inhibit release of interleukin-6 from U2OS cell lines transfected with estrogen receptor alpha,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1147458,Bioorg. Med. Chem. Lett.,2004,CHEMBL489,CHEMBL489,8.72,False,=,IC50,nM,1.9,http://www.openphacts.org/units/Nanomolar,217332,1,True,=,IC50,nM,1.9,CHEMBL615023,Homo sapiens,U2OS,9606,UO_0000065
,892337,CHEMBL873017,Antiproliferative activity against MCF-7 cell line,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1147458,Bioorg. Med. Chem. Lett.,2004,CHEMBL489,CHEMBL489,7.62,False,=,IC50,nM,24,http://www.openphacts.org/units/Nanomolar,217332,1,True,=,IC50,nM,24,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,892338,CHEMBL673862,Binding affinity against estrogen receptor alpha relative to E2,B,,BAO_0000357,single protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1147458,Bioorg. Med. Chem. Lett.,2004,CHEMBL489,CHEMBL489,,False,=,RBA,,48,,217332,1,False,=,RBA,,48,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
,978023,CHEMBL681902,Relative binding affinity against estrogen receptors in calf uterine cytosol.,B,,BAO_0000224,protein format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124667,J. Med. Chem.,1989,CHEMBL489,CHEMBL489,,False,=,RBA,,2.9,,152506,1,False,=,RBA,,2.9,CHEMBL2095170,Bos taurus,Estrogen receptor,9913,
,978024,CHEMBL707741,Growth inhibitory activity against MCF-7 human breast tumor cell line at a concentration of 10e-8 M in vitro.,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1124667,J. Med. Chem.,1989,CHEMBL489,CHEMBL489,,False,=,Activity,%,48,http://qudt.org/vocab/unit#Percent,152506,1,False,=,Activity,%,48,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000187
